"Date(UTC)","UnixTimeStamp","Value"
"3/27/2017","1490572800","94570"
"3/28/2017","1490659200","84348"
"3/29/2017","1490745600","93064"
"3/30/2017","1490832000","96209"
"3/31/2017","1490918400","103102"
"4/1/2017","1491004800","80572"
"4/2/2017","1491091200","88948"
"4/3/2017","1491177600","100221"
"4/4/2017","1491264000","86279"
"4/5/2017","1491350400","87411"
"4/6/2017","1491436800","95177"
"4/7/2017","1491523200","92846"
"4/8/2017","1491609600","72144"
"4/9/2017","1491696000","74557"
"4/10/2017","1491782400","75487"
"4/11/2017","1491868800","75891"
"4/12/2017","1491955200","80347"
"4/13/2017","1492041600","84124"
"4/14/2017","1492128000","81155"
"4/15/2017","1492214400","74820"
"4/16/2017","1492300800","70634"
"4/17/2017","1492387200","72546"
"4/18/2017","1492473600","83303"
"4/19/2017","1492560000","85734"
"4/20/2017","1492646400","85450"
"4/21/2017","1492732800","81278"
"4/22/2017","1492819200","73539"
"4/23/2017","1492905600","77073"
"4/24/2017","1492992000","80531"
"4/25/2017","1493078400","93033"
"4/26/2017","1493164800","89642"
"4/27/2017","1493251200","104494"
"4/28/2017","1493337600","106193"
"4/29/2017","1493424000","91335"
"4/30/2017","1493510400","95202"
"5/1/2017","1493596800","112202"
"5/2/2017","1493683200","110354"
"5/3/2017","1493769600","97334"
"5/4/2017","1493856000","114877"
"5/5/2017","1493942400","108514"
"5/6/2017","1494028800","95014"
"5/7/2017","1494115200","106631"
"5/8/2017","1494201600","117509"
"5/9/2017","1494288000","112933"
"5/10/2017","1494374400","109673"
"5/11/2017","1494460800","117189"
"5/12/2017","1494547200","107241"
"5/13/2017","1494633600","101332"
"5/14/2017","1494720000","101348"
"5/15/2017","1494806400","122792"
"5/16/2017","1494892800","116341"
"5/17/2017","1494979200","140135"
"5/18/2017","1495065600","137409"
"5/19/2017","1495152000","161568"
"5/20/2017","1495238400","130912"
"5/21/2017","1495324800","149699"
"5/22/2017","1495411200","176255"
"5/23/2017","1495497600","187121"
"5/24/2017","1495584000","187293"
"5/25/2017","1495670400","183010"
"5/26/2017","1495756800","169818"
"5/27/2017","1495843200","149450"
"5/28/2017","1495929600","155271"
"5/29/2017","1496016000","158547"
"5/30/2017","1496102400","193618"
"5/31/2017","1496188800","214126"
"6/1/2017","1496275200","199160"
"6/2/2017","1496361600","194911"
"6/3/2017","1496448000","175666"
"6/4/2017","1496534400","180136"
"6/5/2017","1496620800","190305"
"6/6/2017","1496707200","200523"
"6/7/2017","1496793600","207180"
"6/8/2017","1496880000","187700"
"6/9/2017","1496966400","215831"
"6/10/2017","1497052800","213356"
"6/11/2017","1497139200","240490"
"6/12/2017","1497225600","292941"
"6/13/2017","1497312000","280054"
"6/14/2017","1497398400","250410"
"6/15/2017","1497484800","261617"
"6/16/2017","1497571200","248003"
"6/17/2017","1497657600","242022"
"6/18/2017","1497744000","245957"
"6/19/2017","1497830400","286209"
"6/20/2017","1497916800","308488"
"6/21/2017","1498003200","221289"
"6/22/2017","1498089600","284225"
"6/23/2017","1498176000","276012"
"6/24/2017","1498262400","250570"
"6/25/2017","1498348800","231135"
"6/26/2017","1498435200","316788"
"6/27/2017","1498521600","252995"
"6/28/2017","1498608000","274241"
"6/29/2017","1498694400","263791"
"6/30/2017","1498780800","252652"
"7/1/2017","1498867200","240465"
"7/2/2017","1498953600","248617"
"7/3/2017","1499040000","302032"
"7/4/2017","1499126400","281465"
"7/5/2017","1499212800","271606"
"7/6/2017","1499299200","258791"
"7/7/2017","1499385600","295389"
"7/8/2017","1499472000","248142"
"7/9/2017","1499558400","225189"
"7/10/2017","1499644800","302633"
"7/11/2017","1499731200","291677"
"7/12/2017","1499817600","283828"
"7/13/2017","1499904000","260745"
"7/14/2017","1499990400","249381"
"7/15/2017","1500076800","231961"
"7/16/2017","1500163200","249138"
"7/17/2017","1500249600","248473"
"7/18/2017","1500336000","271055"
"7/19/2017","1500422400","270122"
"7/20/2017","1500508800","250065"
"7/21/2017","1500595200","232560"
"7/22/2017","1500681600","205574"
"7/23/2017","1500768000","260490"
"7/24/2017","1500854400","263095"
"7/25/2017","1500940800","242956"
"7/26/2017","1501027200","223010"
"7/27/2017","1501113600","225435"
"7/28/2017","1501200000","246494"
"7/29/2017","1501286400","198773"
"7/30/2017","1501372800","206624"
"7/31/2017","1501459200","250090"
"8/1/2017","1501545600","218582"
"8/2/2017","1501632000","231068"
"8/3/2017","1501718400","236335"
"8/4/2017","1501804800","257160"
"8/5/2017","1501891200","261400"
"8/6/2017","1501977600","265127"
"8/7/2017","1502064000","281172"
"8/8/2017","1502150400","318866"
"8/9/2017","1502236800","280308"
"8/10/2017","1502323200","338241"
"8/11/2017","1502409600","356682"
"8/12/2017","1502496000","338654"
"8/13/2017","1502582400","333011"
"8/14/2017","1502668800","410061"
"8/15/2017","1502755200","413246"
"8/16/2017","1502841600","413624"
"8/17/2017","1502928000","428007"
"8/18/2017","1503014400","443356"
"8/19/2017","1503100800","377418"
"8/20/2017","1503187200","309926"
"8/21/2017","1503273600","392880"
"8/22/2017","1503360000","364727"
"8/23/2017","1503446400","374711"
"8/24/2017","1503532800","352465"
"8/25/2017","1503619200","352621"
"8/26/2017","1503705600","306268"
"8/27/2017","1503792000","324173"
"8/28/2017","1503878400","363799"
"8/29/2017","1503964800","394649"
"8/30/2017","1504051200","400220"
"8/31/2017","1504137600","384421"
"9/1/2017","1504224000","390997"
"9/2/2017","1504310400","331797"
"9/3/2017","1504396800","302525"
"9/4/2017","1504483200","442592"
"9/5/2017","1504569600","444572"
"9/6/2017","1504656000","496376"
"9/7/2017","1504742400","448347"
"9/8/2017","1504828800","463670"
"9/9/2017","1504915200","383654"
"9/10/2017","1505001600","325128"
"9/11/2017","1505088000","365384"
"9/12/2017","1505174400","404898"
"9/13/2017","1505260800","365679"
"9/14/2017","1505347200","380251"
"9/15/2017","1505433600","441767"
"9/16/2017","1505520000","373764"
"9/17/2017","1505606400","289517"
"9/18/2017","1505692800","362764"
"9/19/2017","1505779200","337752"
"9/20/2017","1505865600","324984"
"9/21/2017","1505952000","317074"
"9/22/2017","1506038400","271470"
"9/23/2017","1506124800","260107"
"9/24/2017","1506211200","280929"
"9/25/2017","1506297600","306614"
"9/26/2017","1506384000","306075"
"9/27/2017","1506470400","309047"
"9/28/2017","1506556800","329208"
"9/29/2017","1506643200","326502"
"9/30/2017","1506729600","295798"
"10/1/2017","1506816000","283871"
"10/2/2017","1506902400","306095"
"10/3/2017","1506988800","327906"
"10/4/2017","1507075200","307399"
"10/5/2017","1507161600","314808"
"10/6/2017","1507248000","319882"
"10/7/2017","1507334400","291091"
"10/8/2017","1507420800","296829"
"10/9/2017","1507507200","328172"
"10/10/2017","1507593600","349605"
"10/11/2017","1507680000","344305"
"10/12/2017","1507766400","363411"
"10/13/2017","1507852800","379136"
"10/14/2017","1507939200","332169"
"10/15/2017","1508025600","328921"
"10/16/2017","1508112000","408297"
"10/17/2017","1508198400","505611"
"10/18/2017","1508284800","470449"
"10/19/2017","1508371200","494184"
"10/20/2017","1508457600","546837"
"10/21/2017","1508544000","462902"
"10/22/2017","1508630400","435493"
"10/23/2017","1508716800","468168"
"10/24/2017","1508803200","492288"
"10/25/2017","1508889600","460419"
"10/26/2017","1508976000","466406"
"10/27/2017","1509062400","486147"
"10/28/2017","1509148800","484554"
"10/29/2017","1509235200","494176"
"10/30/2017","1509321600","532626"
"10/31/2017","1509408000","519906"
"11/1/2017","1509494400","527783"
"11/2/2017","1509580800","529277"
"11/3/2017","1509667200","485790"
"11/4/2017","1509753600","398758"
"11/5/2017","1509840000","417102"
"11/6/2017","1509926400","511663"
"11/7/2017","1510012800","470418"
"11/8/2017","1510099200","480413"
"11/9/2017","1510185600","467172"
"11/10/2017","1510272000","457427"
"11/11/2017","1510358400","394378"
"11/12/2017","1510444800","434380"
"11/13/2017","1510531200","443176"
"11/14/2017","1510617600","475984"
"11/15/2017","1510704000","540593"
"11/16/2017","1510790400","491482"
"11/17/2017","1510876800","508590"
"11/18/2017","1510963200","459679"
"11/19/2017","1511049600","464563"
"11/20/2017","1511136000","530141"
"11/21/2017","1511222400","524044"
"11/22/2017","1511308800","546489"
"11/23/2017","1511395200","537068"
"11/24/2017","1511481600","525529"
"11/25/2017","1511568000","561166"
"11/26/2017","1511654400","542484"
"11/27/2017","1511740800","608695"
"11/28/2017","1511827200","638989"
"11/29/2017","1511913600","663579"
"11/30/2017","1512000000","655457"
"12/1/2017","1512086400","622720"
"12/2/2017","1512172800","627785"
"12/3/2017","1512259200","693808"
"12/4/2017","1512345600","701834"
"12/5/2017","1512432000","693090"
"12/6/2017","1512518400","791746"
"12/7/2017","1512604800","659068"
"12/8/2017","1512691200","766411"
"12/9/2017","1512777600","707223"
"12/10/2017","1512864000","716575"
"12/11/2017","1512950400","828899"
"12/12/2017","1513036800","872340"
"12/13/2017","1513123200","909631"
"12/14/2017","1513209600","942559"
"12/15/2017","1513296000","904346"
"12/16/2017","1513382400","899857"
"12/17/2017","1513468800","876574"
"12/18/2017","1513555200","984021"
"12/19/2017","1513641600","1092234"
"12/20/2017","1513728000","986104"
"12/21/2017","1513814400","1072665"
"12/22/2017","1513900800","1103523"
"12/23/2017","1513987200","918881"
"12/24/2017","1514073600","758234"
"12/25/2017","1514160000","752361"
"12/26/2017","1514246400","813510"
"12/27/2017","1514332800","912752"
"12/28/2017","1514419200","949503"
"12/29/2017","1514505600","1090191"
"12/30/2017","1514592000","1136659"
"12/31/2017","1514678400","946981"
"1/1/2018","1514764800","908945"
"1/2/2018","1514851200","1153936"
"1/3/2018","1514937600","1238030"
"1/4/2018","1515024000","1349890"
"1/5/2018","1515110400","1271577"
"1/6/2018","1515196800","1226417"
"1/7/2018","1515283200","1152722"
"1/8/2018","1515369600","1215473"
"1/9/2018","1515456000","1256240"
"1/10/2018","1515542400","1177685"
"1/11/2018","1515628800","1173965"
"1/12/2018","1515715200","1118757"
"1/13/2018","1515801600","1179321"
"1/14/2018","1515888000","1081593"
"1/15/2018","1515974400","1206420"
"1/16/2018","1516060800","1277936"
"1/17/2018","1516147200","1277083"
"1/18/2018","1516233600","1205184"
"1/19/2018","1516320000","1043257"
"1/20/2018","1516406400","984489"
"1/21/2018","1516492800","1006530"
"1/22/2018","1516579200","972911"
"1/23/2018","1516665600","928494"
"1/24/2018","1516752000","913668"
"1/25/2018","1516838400","788515"
"1/26/2018","1516924800","953429"
"1/27/2018","1517011200","831992"
"1/28/2018","1517097600","889104"
"1/29/2018","1517184000","936845"
"1/30/2018","1517270400","906578"
"1/31/2018","1517356800","877284"
"2/1/2018","1517443200","1008759"
"2/2/2018","1517529600","981133"
"2/3/2018","1517616000","814486"
"2/4/2018","1517702400","800876"
"2/5/2018","1517788800","875761"
"2/6/2018","1517875200","888219"
"2/7/2018","1517961600","818625"
"2/8/2018","1518048000","681344"
"2/9/2018","1518134400","789807"
"2/10/2018","1518220800","848390"
"2/11/2018","1518307200","773496"
"2/12/2018","1518393600","829020"
"2/13/2018","1518480000","745822"
"2/14/2018","1518566400","746384"
"2/15/2018","1518652800","777318"
"2/16/2018","1518739200","704758"
"2/17/2018","1518825600","772079"
"2/18/2018","1518912000","756092"
"2/19/2018","1518998400","811384"
"2/20/2018","1519084800","886897"
"2/21/2018","1519171200","850504"
"2/22/2018","1519257600","761893"
"2/23/2018","1519344000","733084"
"2/24/2018","1519430400","732861"
"2/25/2018","1519516800","690582"
"2/26/2018","1519603200","737453"
"2/27/2018","1519689600","694583"
"2/28/2018","1519776000","720368"
"3/1/2018","1519862400","684404"
"3/2/2018","1519948800","744666"
"3/3/2018","1520035200","673465"
"3/4/2018","1520121600","643241"
"3/5/2018","1520208000","752756"
"3/6/2018","1520294400","712591"
"3/7/2018","1520380800","783757"
"3/8/2018","1520467200","690139"
"3/9/2018","1520553600","650058"
"3/10/2018","1520640000","591377"
"3/11/2018","1520726400","608899"
"3/12/2018","1520812800","677908"
"3/13/2018","1520899200","699093"
"3/14/2018","1520985600","671198"
"3/15/2018","1521072000","654531"
"3/16/2018","1521158400","654584"
"3/17/2018","1521244800","593203"
"3/18/2018","1521331200","684094"
"3/19/2018","1521417600","703891"
"3/20/2018","1521504000","661791"
"3/21/2018","1521590400","697872"
"3/22/2018","1521676800","619453"
"3/23/2018","1521763200","677103"
"3/24/2018","1521849600","613203"
"3/25/2018","1521936000","526372"
"3/26/2018","1522022400","626615"
"3/27/2018","1522108800","584055"
"3/28/2018","1522195200","579858"
"3/29/2018","1522281600","583673"
"3/30/2018","1522368000","633616"
"3/31/2018","1522454400","584396"
"4/1/2018","1522540800","545141"
"4/2/2018","1522627200","598505"
"4/3/2018","1522713600","645977"
"4/4/2018","1522800000","628441"
"4/5/2018","1522886400","695871"
"4/6/2018","1522972800","647981"
"4/7/2018","1523059200","535865"
"4/8/2018","1523145600","595733"
"4/9/2018","1523232000","609799"
"4/10/2018","1523318400","571388"
"4/11/2018","1523404800","609102"
"4/12/2018","1523491200","692606"
"4/13/2018","1523577600","730344"
"4/14/2018","1523664000","611188"
"4/15/2018","1523750400","619985"
"4/16/2018","1523836800","664402"
"4/17/2018","1523923200","742823"
"4/18/2018","1524009600","703293"
"4/19/2018","1524096000","814318"
"4/20/2018","1524182400","832220"
"4/21/2018","1524268800","746104"
"4/22/2018","1524355200","748858"
"4/23/2018","1524441600","802870"
"4/24/2018","1524528000","816357"
"4/25/2018","1524614400","799014"
"4/26/2018","1524700800","793873"
"4/27/2018","1524787200","764479"
"4/28/2018","1524873600","775321"
"4/29/2018","1524960000","756651"
"4/30/2018","1525046400","778133"
"5/1/2018","1525132800","713839"
"5/2/2018","1525219200","787722"
"5/3/2018","1525305600","839586"
"5/4/2018","1525392000","1000526"
"5/5/2018","1525478400","789261"
"5/6/2018","1525564800","691273"
"5/7/2018","1525651200","789863"
"5/8/2018","1525737600","820098"
"5/9/2018","1525824000","831127"
"5/10/2018","1525910400","854827"
"5/11/2018","1525996800","826099"
"5/12/2018","1526083200","788487"
"5/13/2018","1526169600","762439"
"5/14/2018","1526256000","801788"
"5/15/2018","1526342400","779210"
"5/16/2018","1526428800","807257"
"5/17/2018","1526515200","835761"
"5/18/2018","1526601600","831831"
"5/19/2018","1526688000","846288"
"5/20/2018","1526774400","777283"
"5/21/2018","1526860800","802211"
"5/22/2018","1526947200","822409"
"5/23/2018","1527033600","833377"
"5/24/2018","1527120000","811167"
"5/25/2018","1527206400","800838"
"5/26/2018","1527292800","761932"
"5/27/2018","1527379200","776024"
"5/28/2018","1527465600","861002"
"5/29/2018","1527552000","812183"
"5/30/2018","1527638400","817167"
"5/31/2018","1527724800","832842"
"6/1/2018","1527811200","758242"
"6/2/2018","1527897600","768017"
"6/3/2018","1527984000","809997"
"6/4/2018","1528070400","807165"
"6/5/2018","1528156800","780654"
"6/6/2018","1528243200","754070"
"6/7/2018","1528329600","775828"
"6/8/2018","1528416000","720017"
"6/9/2018","1528502400","769427"
"6/10/2018","1528588800","771280"
"6/11/2018","1528675200","768985"
"6/12/2018","1528761600","770199"
"6/13/2018","1528848000","797637"
"6/14/2018","1528934400","765916"
"6/15/2018","1529020800","763803"
"6/16/2018","1529107200","639775"
"6/17/2018","1529193600","648548"
"6/18/2018","1529280000","695753"
"6/19/2018","1529366400","778765"
"6/20/2018","1529452800","803076"
"6/21/2018","1529539200","752035"
"6/22/2018","1529625600","770457"
"6/23/2018","1529712000","675918"
"6/24/2018","1529798400","671994"
"6/25/2018","1529884800","837265"
"6/26/2018","1529971200","732170"
"6/27/2018","1530057600","771938"
"6/28/2018","1530144000","744784"
"6/29/2018","1530230400","735092"
"6/30/2018","1530316800","632981"
"7/1/2018","1530403200","622633"
"7/2/2018","1530489600","489559"
"7/3/2018","1530576000","573532"
"7/4/2018","1530662400","447112"
"7/5/2018","1530748800","527586"
"7/6/2018","1530835200","459075"
"7/7/2018","1530921600","484105"
"7/8/2018","1531008000","631505"
"7/9/2018","1531094400","651926"
"7/10/2018","1531180800","691771"
"7/11/2018","1531267200","643920"
"7/12/2018","1531353600","566058"
"7/13/2018","1531440000","563317"
"7/14/2018","1531526400","508951"
"7/15/2018","1531612800","453706"
"7/16/2018","1531699200","703999"
"7/17/2018","1531785600","701292"
"7/18/2018","1531872000","746145"
"7/19/2018","1531958400","734702"
"7/20/2018","1532044800","671608"
"7/21/2018","1532131200","620634"
"7/22/2018","1532217600","675356"
"7/23/2018","1532304000","758657"
"7/24/2018","1532390400","784910"
"7/25/2018","1532476800","787527"
"7/26/2018","1532563200","725630"
"7/27/2018","1532649600","788715"
"7/28/2018","1532736000","703973"
"7/29/2018","1532822400","716354"
"7/30/2018","1532908800","757712"
"7/31/2018","1532995200","745063"
"8/1/2018","1533081600","757758"
"8/2/2018","1533168000","779928"
"8/3/2018","1533254400","753190"
"8/4/2018","1533340800","720548"
"8/5/2018","1533427200","704249"
"8/6/2018","1533513600","699536"
"8/7/2018","1533600000","636342"
"8/8/2018","1533686400","565663"
"8/9/2018","1533772800","538530"
"8/10/2018","1533859200","613892"
"8/11/2018","1533945600","657312"
"8/12/2018","1534032000","641927"
"8/13/2018","1534118400","694941"
"8/14/2018","1534204800","690348"
"8/15/2018","1534291200","648565"
"8/16/2018","1534377600","716732"
"8/17/2018","1534464000","607270"
"8/18/2018","1534550400","627522"
"8/19/2018","1534636800","599660"
"8/20/2018","1534723200","663769"
"8/21/2018","1534809600","605639"
"8/22/2018","1534896000","594918"
"8/23/2018","1534982400","599557"
"8/24/2018","1535068800","596227"
"8/25/2018","1535155200","577239"
"8/26/2018","1535241600","574072"
"8/27/2018","1535328000","645935"
"8/28/2018","1535414400","613844"
"8/29/2018","1535500800","546841"
"8/30/2018","1535587200","592847"
"8/31/2018","1535673600","577258"
"9/1/2018","1535760000","656254"
"9/2/2018","1535846400","620267"
"9/3/2018","1535932800","631429"
"9/4/2018","1536019200","589521"
"9/5/2018","1536105600","626957"
"9/6/2018","1536192000","588959"
"9/7/2018","1536278400","582184"
"9/8/2018","1536364800","543337"
"9/9/2018","1536451200","565631"
"9/10/2018","1536537600","561611"
"9/11/2018","1536624000","557317"
"9/12/2018","1536710400","570673"
"9/13/2018","1536796800","555753"
"9/14/2018","1536883200","514394"
"9/15/2018","1536969600","479695"
"9/16/2018","1537056000","458432"
"9/17/2018","1537142400","553720"
"9/18/2018","1537228800","500513"
"9/19/2018","1537315200","507255"
"9/20/2018","1537401600","498146"
"9/21/2018","1537488000","544686"
"9/22/2018","1537574400","470309"
"9/23/2018","1537660800","468627"
"9/24/2018","1537747200","480337"
"9/25/2018","1537833600","519108"
"9/26/2018","1537920000","493507"
"9/27/2018","1538006400","504047"
"9/28/2018","1538092800","500407"
"9/29/2018","1538179200","434315"
"9/30/2018","1538265600","479351"
"10/1/2018","1538352000","476308"
"10/2/2018","1538438400","490262"
"10/3/2018","1538524800","559006"
"10/4/2018","1538611200","559181"
"10/5/2018","1538697600","595361"
"10/6/2018","1538784000","596865"
"10/7/2018","1538870400","497767"
"10/8/2018","1538956800","542842"
"10/9/2018","1539043200","537028"
"10/10/2018","1539129600","516772"
"10/11/2018","1539216000","570525"
"10/12/2018","1539302400","562140"
"10/13/2018","1539388800","541797"
"10/14/2018","1539475200","511719"
"10/15/2018","1539561600","562011"
"10/16/2018","1539648000","575450"
"10/17/2018","1539734400","580354"
"10/18/2018","1539820800","565791"
"10/19/2018","1539907200","601119"
"10/20/2018","1539993600","534080"
"10/21/2018","1540080000","508014"
"10/22/2018","1540166400","577314"
"10/23/2018","1540252800","556231"
"10/24/2018","1540339200","532709"
"10/25/2018","1540425600","537236"
"10/26/2018","1540512000","551218"
"10/27/2018","1540598400","499165"
"10/28/2018","1540684800","509862"
"10/29/2018","1540771200","614695"
"10/30/2018","1540857600","608397"
"10/31/2018","1540944000","585707"
"11/1/2018","1541030400","589096"
"11/2/2018","1541116800","548534"
"11/3/2018","1541203200","505015"
"11/4/2018","1541289600","510848"
